date,week,year,month,day,volume,close,vwap,trade_count
2019-01-02,1,2019,January,Wednesday,11836650,310.12,307.640086,144873
2019-01-03,1,2019,January,Thursday,7087451,300.36,302.152581,81545
2019-01-04,1,2019,January,Friday,7538704,317.69,311.967824,84464
2019-01-07,2,2019,January,Monday,7660432,334.96,330.7526,87650
2019-01-08,2,2019,January,Tuesday,7212138,335.35,335.523364,75881
2019-01-09,2,2019,January,Wednesday,5524550,338.53,339.122187,60078
2019-01-10,2,2019,January,Thursday,6144686,344.97,340.228154,68050
2019-01-11,2,2019,January,Friday,5127247,347.26,343.886113,56675
2019-01-14,3,2019,January,Monday,5332763,334.4,338.13793,58464
2019-01-15,3,2019,January,Tuesday,6137837,344.43,344.004213,70892
2019-01-16,3,2019,January,Wednesday,4789618,346.05,348.710617,52794
2019-01-17,3,2019,January,Thursday,3766877,347.31,347.740889,41335
2019-01-18,3,2019,January,Friday,24359859,302.26,311.62136,284608
2019-01-22,4,2019,January,Tuesday,12307082,298.92,299.771647,134792
2019-01-23,4,2019,January,Wednesday,12730262,287.59,288.03326,153488
2019-01-24,4,2019,January,Thursday,8234064,291.51,287.96462,92159
2019-01-25,4,2019,January,Friday,7365489,297.04,294.384165,83003
2019-01-28,5,2019,January,Monday,6536493,296.38,293.506564,74273
2019-01-29,5,2019,January,Tuesday,4704262,297.46,295.625578,53973
2019-01-30,5,2019,January,Wednesday,11365394,308.77,303.098997,140201
2019-01-31,5,2019,January,Thursday,12747995,307.02,304.783981,141567
2019-02-01,5,2019,February,Friday,7373679,312.21,311.687281,83571
2019-02-04,6,2019,February,Monday,7450525,312.89,310.940929,80471
2019-02-05,6,2019,February,Tuesday,6838653,321.35,319.360257,78406
2019-02-06,6,2019,February,Wednesday,5133980,317.22,319.293018,56123
2019-02-07,6,2019,February,Thursday,6621295,307.51,308.518619,76035
2019-02-08,6,2019,February,Friday,5913114,305.8,302.941779,69817
2019-02-11,7,2019,February,Monday,7231107,312.84,314.573506,76790
2019-02-12,7,2019,February,Tuesday,5638784,311.81,314.283131,58003
2019-02-13,7,2019,February,Wednesday,5247339,308.17,308.378285,56322
2019-02-14,7,2019,February,Thursday,5334815,303.77,304.034401,57502
2019-02-15,7,2019,February,Friday,4009317,307.88,306.617897,42988
2019-02-19,8,2019,February,Tuesday,4248072,305.64,308.115895,46465
2019-02-20,8,2019,February,Wednesday,7239810,302.56,302.369006,86381
2019-02-21,8,2019,February,Thursday,9094718,291.23,296.202547,103732
2019-02-22,8,2019,February,Friday,5892671,294.71,294.232473,68886
2019-02-25,9,2019,February,Monday,6727349,298.77,299.158686,72645
2019-02-26,9,2019,February,Tuesday,8718235,297.86,296.407534,95819
2019-02-27,9,2019,February,Wednesday,11307356,314.74,310.679514,117960
2019-02-28,9,2019,February,Thursday,10679336,319.88,316.398636,113134
2019-03-01,9,2019,March,Friday,23064224,294.79,296.910074,262716
2019-03-04,10,2019,March,Monday,17281381,285.36,287.642036,205012
2019-03-05,10,2019,March,Tuesday,18970957,276.54,276.891561,221813
2019-03-06,10,2019,March,Wednesday,10637274,276.24,277.21664,106305
2019-03-07,10,2019,March,Thursday,9596428,276.59,279.393099,100222
2019-03-08,10,2019,March,Friday,8962341,284.14,280.636887,90602
2019-03-11,11,2019,March,Monday,7568379,290.92,287.305468,84668
2019-03-12,11,2019,March,Tuesday,7669280,283.36,283.844622,79615
2019-03-13,11,2019,March,Wednesday,6965542,288.96,287.903845,70253
2019-03-14,11,2019,March,Thursday,7249422,289.96,291.463898,76871
2019-03-15,11,2019,March,Friday,15977180,275.43,277.360807,159845
2019-03-18,12,2019,March,Monday,10535422,269.49,270.924041,116071
2019-03-19,12,2019,March,Tuesday,11943950,267.47,268.363215,114160
2019-03-20,12,2019,March,Wednesday,7042549,273.6,270.342176,71034
2019-03-21,12,2019,March,Thursday,6063937,274.02,272.619806,63314
2019-03-22,12,2019,March,Friday,8923632,264.53,267.216336,94180
2019-03-25,13,2019,March,Monday,10461696,260.42,259.313289,105068
2019-03-26,13,2019,March,Tuesday,7464372,267.77,267.506655,75670
2019-03-27,13,2019,March,Wednesday,8903486,274.83,272.008892,85401
2019-03-28,13,2019,March,Thursday,6894702,278.62,277.82835,68236
2019-03-29,13,2019,March,Friday,6125524,279.86,278.164425,63587
2019-04-01,14,2019,April,Monday,8282761,289.18,286.111405,85533
2019-04-02,14,2019,April,Tuesday,5599753,285.88,286.304169,59792
2019-04-03,14,2019,April,Wednesday,8078513,291.81,292.816694,85614
2019-04-04,14,2019,April,Thursday,23992624,267.78,266.743368,299200
2019-04-05,14,2019,April,Friday,13220024,274.96,272.570769,132492
2019-04-08,15,2019,April,Monday,10571146,273.2,275.088081,100258
2019-04-09,15,2019,April,Tuesday,6007577,272.3,272.749095,56970
2019-04-10,15,2019,April,Wednesday,7164270,276.06,276.112122,67469
2019-04-11,15,2019,April,Thursday,9993862,268.42,267.844391,110280
2019-04-12,15,2019,April,Friday,6830005,267.7,269.05897,67056
2019-04-15,16,2019,April,Monday,10176444,266.38,262.94152,109073
2019-04-16,16,2019,April,Tuesday,7435178,273.36,271.715625,80305
2019-04-17,16,2019,April,Wednesday,5213519,271.23,271.799266,55081
2019-04-18,16,2019,April,Thursday,6026389,273.26,273.11657,54882
2019-04-22,17,2019,April,Monday,12308139,262.75,264.407292,129728
2019-04-23,17,2019,April,Tuesday,11181539,263.9,262.141841,109238
2019-04-24,17,2019,April,Wednesday,10936901,258.66,260.906819,127500
2019-04-25,17,2019,April,Thursday,22153669,247.63,250.842187,252489
2019-04-26,17,2019,April,Friday,22487633,235.14,237.664489,256983
2019-04-29,18,2019,April,Monday,16949820,241.47,239.506539,165120
2019-04-30,18,2019,April,Tuesday,9615492,238.69,240.062215,88564
2019-05-01,18,2019,May,Wednesday,10829817,234.01,234.558182,108383
2019-05-02,18,2019,May,Thursday,18437698,244.1,242.794718,173520
2019-05-03,18,2019,May,Friday,23670981,255.03,252.241629,204897
2019-05-06,19,2019,May,Monday,11192173,255.34,253.994714,93068
2019-05-07,19,2019,May,Tuesday,10451645,247.06,249.846693,103693
2019-05-08,19,2019,May,Wednesday,6332059,244.84,246.834994,65863
2019-05-09,19,2019,May,Thursday,6870779,241.98,240.463942,76082
2019-05-10,19,2019,May,Friday,7128160,239.52,238.644446,77821
2019-05-13,20,2019,May,Monday,11130048,227.01,227.632926,138343
2019-05-14,20,2019,May,Tuesday,7403360,232.31,231.635133,83668
2019-05-15,20,2019,May,Wednesday,7463066,231.95,229.821816,79214
2019-05-16,20,2019,May,Thursday,7724019,228.33,228.614076,81278
2019-05-17,20,2019,May,Friday,18063133,211.03,216.251758,194424
2019-05-20,21,2019,May,Monday,20915281,205.36,201.594431,208157
2019-05-21,21,2019,May,Tuesday,18475736,205.08,202.647215,168915
2019-05-22,21,2019,May,Wednesday,18946290,192.73,196.493773,188159
2019-05-23,21,2019,May,Thursday,26928643,195.49,194.08173,237582
2019-05-24,21,2019,May,Friday,14351522,190.63,192.498656,138574
2019-05-28,22,2019,May,Tuesday,10535671,188.7,190.353636,104206
2019-05-29,22,2019,May,Wednesday,12230014,189.86,188.872925,111316
2019-05-30,22,2019,May,Thursday,8167353,188.22,188.760918,77290
2019-05-31,22,2019,May,Friday,10657026,185.16,186.321225,97806
2019-06-03,23,2019,June,Monday,13300589,178.97,180.72534,129296
2019-06-04,23,2019,June,Tuesday,14072083,193.6,188.384943,131335
2019-06-05,23,2019,June,Wednesday,14093202,196.59,195.955181,123501
2019-06-06,23,2019,June,Thursday,20690901,205.95,206.088006,177546
2019-06-07,23,2019,June,Friday,16279686,204.5,207.104206,157202
2019-06-10,24,2019,June,Monday,10783785,212.88,213.431698,101189
2019-06-11,24,2019,June,Tuesday,11893689,217.1,217.253653,105398
2019-06-12,24,2019,June,Wednesday,15379260,209.26,214.360021,142266
2019-06-13,24,2019,June,Thursday,8291549,213.91,212.337508,74419
2019-06-14,24,2019,June,Friday,7545250,214.92,213.70154,72226
2019-06-17,25,2019,June,Monday,12486864,225.03,223.197841,114462
2019-06-18,25,2019,June,Tuesday,12920361,224.74,228.913365,132943
2019-06-19,25,2019,June,Wednesday,6724004,226.43,225.479076,66893
2019-06-20,25,2019,June,Thursday,12096636,219.62,221.02449,117873
2019-06-21,25,2019,June,Friday,8657436,221.86,219.665554,74826
2019-06-24,26,2019,June,Monday,5960079,223.64,223.482836,59146
2019-06-25,26,2019,June,Tuesday,6293355,219.76,221.305864,56480
2019-06-26,26,2019,June,Wednesday,8633567,219.27,222.165965,85128
2019-06-27,26,2019,June,Thursday,6550364,222.84,220.419732,61255
2019-06-28,26,2019,June,Friday,7121534,223.35,223.433234,65447
2019-07-01,27,2019,July,Monday,8396774,227.17,229.139632,81315
2019-07-02,27,2019,July,Tuesday,9379573,224.55,228.152065,98568
2019-07-03,27,2019,July,Wednesday,14456628,234.9,237.626977,138212
2019-07-05,27,2019,July,Friday,7212143,233.1,233.481015,67852
2019-07-08,28,2019,July,Monday,6055072,230.34,230.584502,55633
2019-07-09,28,2019,July,Tuesday,6292913,230.06,229.29695,57307
2019-07-10,28,2019,July,Wednesday,9294761,238.92,236.139446,91109
2019-07-11,28,2019,July,Thursday,7623116,238.6,238.680031,72795
2019-07-12,28,2019,July,Friday,9360318,245.08,243.128798,84330
2019-07-15,29,2019,July,Monday,11182524,253.5,248.939478,106559
2019-07-16,29,2019,July,Tuesday,8334280,252.38,251.013013,78944
2019-07-17,29,2019,July,Wednesday,9908995,254.86,256.343077,82875
2019-07-18,29,2019,July,Thursday,4873097,253.54,253.850369,54455
2019-07-19,29,2019,July,Friday,7236693,258.18,257.522153,72732
2019-07-22,30,2019,July,Monday,6984612,255.68,257.852219,77484
2019-07-23,30,2019,July,Tuesday,5126372,260.17,258.045369,54226
2019-07-24,30,2019,July,Wednesday,11228201,264.88,255.853168,129398
2019-07-25,30,2019,July,Thursday,22772660,228.82,229.145495,244154
2019-07-26,30,2019,July,Friday,10193117,228.04,225.649977,119674
2019-07-29,31,2019,July,Monday,9445616,235.77,231.179254,95773
2019-07-30,31,2019,July,Tuesday,8247182,242.26,239.422484,84662
2019-07-31,31,2019,July,Wednesday,9362001,241.61,243.291813,103305
2019-08-01,31,2019,August,Thursday,8425337,233.85,238.191164,92928
2019-08-02,31,2019,August,Friday,6252498,234.34,232.625606,68055
2019-08-05,32,2019,August,Monday,7209941,228.32,228.101961,79019
2019-08-06,32,2019,August,Tuesday,5731921,230.75,229.194683,62193
2019-08-07,32,2019,August,Wednesday,4873832,233.42,229.949171,54450
2019-08-08,32,2019,August,Thursday,5424240,238.3,236.509961,52903
2019-08-09,32,2019,August,Friday,3982579,235.01,235.8625,44304
2019-08-12,33,2019,August,Monday,4753141,229.01,231.354189,50933
2019-08-13,33,2019,August,Tuesday,4986626,235.0,233.408142,54781
2019-08-14,33,2019,August,Wednesday,9717562,219.62,223.906935,107796
2019-08-15,33,2019,August,Thursday,8369700,215.64,214.86187,86779
2019-08-16,33,2019,August,Friday,5379287,219.94,219.866789,55887
2019-08-19,34,2019,August,Monday,5439648,226.83,225.163543,53714
2019-08-20,34,2019,August,Tuesday,4286741,225.86,226.58894,42499
2019-08-21,34,2019,August,Wednesday,7959635,220.83,220.665672,77841
2019-08-22,34,2019,August,Thursday,6688834,222.15,222.799627,62790
2019-08-23,34,2019,August,Friday,8735921,211.4,215.359949,92132
2019-08-26,35,2019,August,Monday,5172615,215.0,213.447913,48651
2019-08-27,35,2019,August,Tuesday,5567838,214.08,215.688628,52921
2019-08-28,35,2019,August,Wednesday,3318169,215.59,215.416109,37158
2019-08-29,35,2019,August,Thursday,5309921,221.71,221.064301,53735
2019-08-30,35,2019,August,Friday,9563922,225.61,227.944282,91514
2019-09-03,36,2019,September,Tuesday,5475592,225.01,225.812519,54022
2019-09-04,36,2019,September,Wednesday,5897011,220.68,223.957383,58579
2019-09-05,36,2019,September,Thursday,7544558,229.58,225.75581,70089
2019-09-06,36,2019,September,Friday,4432979,227.45,227.679181,48149
2019-09-09,37,2019,September,Monday,4947490,231.79,231.299746,54873
2019-09-10,37,2019,September,Tuesday,4967332,235.54,233.176275,54670
2019-09-11,37,2019,September,Wednesday,10240305,247.1,243.899751,128021
2019-09-12,37,2019,September,Thursday,8719515,245.87,247.902816,97855
2019-09-13,37,2019,September,Friday,5507842,245.2,246.072678,63147
2019-09-16,38,2019,September,Monday,4821747,242.81,244.029201,76985
2019-09-17,38,2019,September,Tuesday,4047678,244.79,243.344116,61945
2019-09-18,38,2019,September,Wednesday,4331915,243.49,244.60321,74345
2019-09-19,38,2019,September,Thursday,5098723,246.6,246.583956,73919
2019-09-20,38,2019,September,Friday,6872341,240.62,242.029251,104790
2019-09-23,39,2019,September,Monday,4519857,241.23,242.569969,67931
2019-09-24,39,2019,September,Tuesday,13099392,223.21,228.115984,208689
2019-09-25,39,2019,September,Wednesday,9655343,228.7,224.636052,135473
2019-09-26,39,2019,September,Thursday,12246601,242.56,236.099542,173522
2019-09-27,39,2019,September,Friday,11272208,242.13,243.349331,167817
2019-09-30,40,2019,September,Monday,6129943,240.87,240.404282,86526
2019-10-01,40,2019,October,Tuesday,6326580,244.56,242.687551,101685
2019-10-02,40,2019,October,Wednesday,6528097,243.13,241.437357,94933
2019-10-03,40,2019,October,Thursday,15330888,233.03,229.30854,230598
2019-10-04,40,2019,October,Friday,8145337,231.43,230.842145,106915
2019-10-07,41,2019,October,Monday,8243545,237.72,235.012445,97333
2019-10-08,41,2019,October,Tuesday,8820325,240.05,240.038001,117033
2019-10-09,41,2019,October,Wednesday,7118726,244.53,244.836611,93690
2019-10-10,41,2019,October,Thursday,6413056,244.74,245.523435,80862
2019-10-11,41,2019,October,Friday,8664359,247.89,248.935534,100384
2019-10-14,42,2019,October,Monday,10353985,256.96,255.03069,130267
2019-10-15,42,2019,October,Tuesday,6620220,257.89,257.889608,86514
2019-10-16,42,2019,October,Wednesday,6844927,259.75,259.871875,87622
2019-10-17,42,2019,October,Thursday,4906526,261.97,261.927693,66216
2019-10-18,42,2019,October,Friday,5865514,256.95,258.011428,71775
2019-10-21,43,2019,October,Monday,5426327,253.5,254.261015,56141
2019-10-22,43,2019,October,Tuesday,4711059,255.58,255.347855,56276
2019-10-23,43,2019,October,Wednesday,11305870,254.68,275.920841,139222
2019-10-24,43,2019,October,Thursday,30428851,299.68,297.598962,345503
2019-10-25,43,2019,October,Friday,30277083,328.13,317.699333,350439
2019-10-28,44,2019,October,Monday,19166395,327.71,330.779499,222828
2019-10-29,44,2019,October,Tuesday,12927052,316.22,318.654854,143583
2019-10-30,44,2019,October,Wednesday,9936859,315.01,313.68077,101664
2019-10-31,44,2019,October,Thursday,5212383,314.92,315.524282,61747
2019-11-01,44,2019,November,Friday,6607120,313.31,312.676088,69495
2019-11-04,45,2019,November,Monday,8942000,317.47,317.27766,93114
2019-11-05,45,2019,November,Tuesday,7306498,317.22,319.014658,72793
2019-11-06,45,2019,November,Wednesday,8067285,326.58,321.424845,93477
2019-11-07,45,2019,November,Thursday,14635323,335.54,336.650669,166690
2019-11-08,45,2019,November,Friday,6195346,337.14,335.541197,74117
2019-11-11,46,2019,November,Monday,10156888,345.09,345.827017,120215
2019-11-12,46,2019,November,Tuesday,7466076,349.93,347.397086,92751
2019-11-13,46,2019,November,Wednesday,8680643,346.11,351.660807,110456
2019-11-14,46,2019,November,Thursday,6741000,349.35,348.806965,79094
2019-11-15,46,2019,November,Friday,4940256,352.17,350.828142,60957
2019-11-18,47,2019,November,Monday,4550696,349.99,349.368385,62509
2019-11-19,47,2019,November,Tuesday,7920565,359.52,356.302451,98413
2019-11-20,47,2019,November,Wednesday,7096471,352.22,354.57948,91490
2019-11-21,47,2019,November,Thursday,6483506,354.83,357.176638,78674
2019-11-22,47,2019,November,Friday,17149322,333.04,334.117352,237074
2019-11-25,48,2019,November,Monday,12701937,336.34,338.907662,169186
2019-11-26,48,2019,November,Tuesday,8319187,328.92,330.889619,115572
2019-11-27,48,2019,November,Wednesday,5690925,331.29,331.104668,81027
2019-11-29,48,2019,November,Friday,2565414,329.94,329.513208,36298
2019-12-02,49,2019,December,Monday,6205081,334.87,334.292781,90000
2019-12-03,49,2019,December,Tuesday,6726646,336.2,335.453899,91957
2019-12-04,49,2019,December,Wednesday,5658089,333.03,334.910036,66845
2019-12-05,49,2019,December,Thursday,3849115,330.37,330.445599,56158
2019-12-06,49,2019,December,Friday,7887414,335.89,336.643141,97817
2019-12-09,50,2019,December,Monday,9342811,339.53,340.344023,116595
2019-12-10,50,2019,December,Tuesday,8964231,348.84,347.265096,112821
2019-12-11,50,2019,December,Wednesday,7079926,352.7,354.541767,93777
2019-12-12,50,2019,December,Thursday,7937001,359.68,359.085666,113613
2019-12-13,50,2019,December,Friday,6731929,358.39,359.898755,89496
2019-12-16,51,2019,December,Monday,18692274,381.5,377.157762,231172
2019-12-17,51,2019,December,Tuesday,8790221,378.99,379.890315,108575
2019-12-18,51,2019,December,Wednesday,14511565,393.15,389.308419,185585
2019-12-19,51,2019,December,Thursday,18467171,404.04,402.440934,233625
2019-12-20,51,2019,December,Friday,15607702,405.59,405.83831,178137
2019-12-23,52,2019,December,Monday,13558724,419.22,418.598171,183455
2019-12-24,52,2019,December,Tuesday,8385215,425.25,420.115065,104054
2019-12-26,52,2019,December,Thursday,10839808,430.94,430.164391,140954
2019-12-27,52,2019,December,Friday,10155568,430.38,430.626578,127923
2019-12-30,1,2019,December,Monday,12786217,414.7,416.305937,172131
2019-12-31,1,2019,December,Tuesday,10543904,418.33,416.62215,130149
2020-01-02,1,2020,January,Thursday,9763456,430.26,427.099438,136851
2020-01-03,1,2020,January,Friday,18034327,443.01,445.677387,236310
2020-01-06,2,2020,January,Monday,10362505,451.5,445.902789,134223
2020-01-07,2,2020,January,Tuesday,18488930,469.06,463.83826,250189
2020-01-08,2,2020,January,Wednesday,31486817,492.14,485.679042,413644
2020-01-09,2,2020,January,Thursday,28959816,481.34,485.788959,384282
2020-01-10,2,2020,January,Friday,13217075,478.15,478.957386,181667
2020-01-13,3,2020,January,Monday,26916914,524.86,510.91463,369915
2020-01-14,3,2020,January,Tuesday,29600289,537.92,538.243513,406428
2020-01-15,3,2020,January,Wednesday,17643746,518.5,529.099215,261961
2020-01-16,3,2020,January,Thursday,22123951,513.49,504.239601,325060
2020-01-17,3,2020,January,Friday,13813309,510.5,509.734333,190821
2020-01-21,4,2020,January,Tuesday,18179449,547.2,541.386117,272579
2020-01-22,4,2020,January,Wednesday,31690107,569.56,576.880191,506196
2020-01-23,4,2020,January,Thursday,19976322,572.2,569.785464,307306
2020-01-24,4,2020,January,Friday,14616973,564.82,563.612655,218533
2020-01-27,5,2020,January,Monday,13965124,558.02,552.041151,217772
2020-01-28,5,2020,January,Tuesday,12037137,566.9,565.984928,176360
2020-01-29,5,2020,January,Wednesday,18402036,580.99,590.814197,308991
2020-01-30,5,2020,January,Thursday,29325130,640.81,641.482701,445501
2020-01-31,5,2020,January,Friday,15948140,650.57,641.896228,257721
2020-02-03,6,2020,February,Monday,47716948,780.0,737.384039,837244
2020-02-04,6,2020,February,Tuesday,61608599,887.06,904.531542,1287715
2020-02-05,6,2020,February,Wednesday,49031721,734.7,764.341955,1033184
2020-02-06,6,2020,February,Thursday,40198694,748.96,748.232375,804002
2020-02-07,6,2020,February,Friday,17349194,748.07,746.672262,329104
2020-02-10,7,2020,February,Monday,25004236,771.28,779.377603,503953
2020-02-11,7,2020,February,Tuesday,11852880,774.38,773.019726,235502
2020-02-12,7,2020,February,Wednesday,12219564,767.29,774.991524,233449
2020-02-13,7,2020,February,Thursday,26530668,804.0,788.351319,498952
2020-02-14,7,2020,February,Friday,16083324,800.03,801.179444,282224
2020-02-18,8,2020,February,Tuesday,16969256,858.4,849.63018,335966
2020-02-19,8,2020,February,Wednesday,25774105,917.42,921.749294,511346
2020-02-20,8,2020,February,Thursday,17868247,899.41,891.149618,357924
2020-02-21,8,2020,February,Friday,14593174,901.0,895.188523,264896
2020-02-24,9,2020,February,Monday,15468801,833.79,842.546235,340315
2020-02-25,9,2020,February,Tuesday,17531474,799.91,810.970799,376592
2020-02-26,9,2020,February,Wednesday,14478231,778.8,790.338679,299007
2020-02-27,9,2020,February,Thursday,24637922,679.0,703.335748,499893
2020-02-28,9,2020,February,Friday,24868828,667.99,646.325147,477800
2020-03-02,10,2020,March,Monday,20517227,743.62,716.502678,400095
2020-03-03,10,2020,March,Tuesday,26141884,745.51,765.214529,523093
2020-03-04,10,2020,March,Wednesday,15254105,749.5,745.521111,291779
2020-03-05,10,2020,March,Thursday,11036202,724.54,730.217939,212442
2020-03-06,10,2020,March,Friday,12848083,703.48,695.216877,258464
2020-03-09,11,2020,March,Monday,17483292,608.0,626.931288,341257
2020-03-10,11,2020,March,Tuesday,15892986,645.33,638.758239,302026
2020-03-11,11,2020,March,Wednesday,13601097,634.23,634.367176,246539
2020-03-12,11,2020,March,Thursday,19392243,560.55,564.651114,371894
2020-03-13,11,2020,March,Friday,22899828,546.62,540.996197,424899
2020-03-16,12,2020,March,Monday,20941052,445.07,465.008522,381026
2020-03-17,12,2020,March,Tuesday,24340580,430.2,429.565574,431552
2020-03-18,12,2020,March,Wednesday,24132215,361.22,375.14514,434985
2020-03-19,12,2020,March,Thursday,30528292,427.64,413.585262,543182
2020-03-20,12,2020,March,Friday,28764626,427.53,444.675671,483649
2020-03-23,13,2020,March,Monday,16725458,434.29,427.675879,284107
2020-03-24,13,2020,March,Tuesday,23233117,505.0,497.131441,439501
2020-03-25,13,2020,March,Wednesday,21560719,539.25,539.343941,430950
2020-03-26,13,2020,March,Thursday,17659067,528.16,533.162727,357344
2020-03-27,13,2020,March,Friday,14563578,514.36,508.031967,274634
2020-03-30,14,2020,March,Monday,12213046,502.13,504.704626,224809
2020-03-31,14,2020,March,Tuesday,18658606,524.0,525.575205,293521
2020-04-01,14,2020,April,Wednesday,13572675,481.56,494.509463,270900
2020-04-02,14,2020,April,Thursday,20041281,454.47,476.974985,378132
2020-04-03,14,2020,April,Friday,22872494,480.01,488.879832,389715
2020-04-06,15,2020,April,Monday,15256857,516.24,510.117663,275889
2020-04-07,15,2020,April,Tuesday,18201537,545.45,548.866595,344487
2020-04-08,15,2020,April,Wednesday,12799689,548.84,546.510701,231567
