date,week,year,month,day,volume,close,vwap,trade_count
2021-07-13,28,2021,July,Tuesday,21289149,668.54,677.393179,437105
2021-07-14,28,2021,July,Wednesday,21979326,653.38,665.531321,432554
2021-07-15,28,2021,July,Thursday,20556034,650.6,652.111502,431615
2021-07-16,28,2021,July,Friday,16850121,644.22,646.852817,333345
2021-07-19,29,2021,July,Monday,21935946,646.22,636.361051,482232
2021-07-20,29,2021,July,Tuesday,15998009,660.5,650.973443,340666
2021-07-21,29,2021,July,Wednesday,14333534,655.29,657.284493,320579
2021-07-22,29,2021,July,Thursday,15418353,649.26,652.218397,322069
2021-07-23,29,2021,July,Friday,14928553,643.38,642.729067,343590
2021-07-26,30,2021,July,Monday,25851515,657.62,659.419561,548241
2021-07-27,30,2021,July,Tuesday,33429295,644.78,642.557045,739730
2021-07-28,30,2021,July,Wednesday,16308995,646.98,647.072781,364633
2021-07-29,30,2021,July,Thursday,30890211,677.35,673.12892,636940
2021-07-30,30,2021,July,Friday,30074532,687.2,686.906469,639424
2021-08-02,31,2021,August,Monday,34661220,709.67,715.748562,817721
2021-08-03,31,2021,August,Tuesday,22176617,709.74,710.444576,498439
2021-08-04,31,2021,August,Wednesday,17397896,710.92,714.260888,409212
2021-08-05,31,2021,August,Thursday,13231098,714.63,715.882775,324935
2021-08-06,31,2021,August,Friday,16033021,699.1,703.670871,409025
2021-08-09,32,2021,August,Monday,15569679,713.76,713.981517,339987
2021-08-10,32,2021,August,Tuesday,14088137,709.99,709.16136,321149
2021-08-11,32,2021,August,Wednesday,10174556,707.82,708.540322,256403
2021-08-12,32,2021,August,Thursday,18124945,722.25,714.454461,398942
2021-08-13,32,2021,August,Friday,17678903,717.17,720.133258,359933
2021-08-16,33,2021,August,Monday,23934709,686.17,687.46127,625359
2021-08-17,33,2021,August,Tuesday,24265619,665.71,661.654275,620030
2021-08-18,33,2021,August,Wednesday,20834284,688.99,687.198359,485568
2021-08-19,33,2021,August,Thursday,14631401,673.47,676.655445,344518
2021-08-20,33,2021,August,Friday,15480461,680.26,680.095621,334655
2021-08-23,34,2021,August,Monday,20917215,706.3,703.114159,461268
2021-08-24,34,2021,August,Tuesday,13331889,708.49,708.241435,309482
2021-08-25,34,2021,August,Wednesday,13140733,711.2,711.715709,292731
2021-08-26,34,2021,August,Thursday,13535663,701.16,705.476627,321320
2021-08-27,34,2021,August,Friday,14226833,711.92,710.595979,317663
2021-08-30,35,2021,August,Monday,18937972,730.91,725.203472,468649
2021-08-31,35,2021,August,Tuesday,22964324,735.72,734.760041,421801
2021-09-01,35,2021,September,Wednesday,13612193,734.09,736.507705,322500
2021-09-02,35,2021,September,Thursday,13153084,732.39,735.361716,310317
2021-09-03,35,2021,September,Friday,15533677,733.57,729.434632,355980
2021-09-07,36,2021,September,Tuesday,20416032,752.92,752.627902,499482
2021-09-08,36,2021,September,Wednesday,19160240,753.87,752.653939,449475
2021-09-09,36,2021,September,Thursday,14472239,754.86,756.738257,331982
2021-09-10,36,2021,September,Friday,15480205,736.27,749.611875,378382
2021-09-13,37,2021,September,Monday,23526061,743.0,728.878588,506104
2021-09-14,37,2021,September,Tuesday,18929417,744.49,745.676187,391531
2021-09-15,37,2021,September,Wednesday,16058396,755.83,749.144484,351298
2021-09-16,37,2021,September,Thursday,14603360,756.99,753.399579,289973
2021-09-17,37,2021,September,Friday,35938669,759.49,757.853024,382206
2021-09-20,38,2021,September,Monday,25471332,730.17,729.83998,553757
2021-09-21,38,2021,September,Tuesday,17152159,739.38,739.387473,314321
2021-09-22,38,2021,September,Wednesday,15753275,751.94,748.028961,318997
2021-09-23,38,2021,September,Thursday,12283745,753.64,753.406486,286249
2021-09-24,38,2021,September,Friday,21818322,774.39,763.342692,470014
2021-09-27,39,2021,September,Monday,28842443,791.36,786.981249,606222
2021-09-28,39,2021,September,Tuesday,26182426,777.56,780.649402,536347
2021-09-29,39,2021,September,Wednesday,21363938,781.31,782.357955,417686
2021-09-30,39,2021,September,Thursday,18710564,775.48,781.870447,363904
2021-10-01,39,2021,October,Friday,17689952,775.22,772.271389,363028
2021-10-04,40,2021,October,Monday,31386257,781.53,790.34321,640563
2021-10-05,40,2021,October,Tuesday,18860630,780.59,785.157959,401580
2021-10-06,40,2021,October,Wednesday,15009105,782.75,780.803488,333068
2021-10-07,40,2021,October,Thursday,20052029,793.61,792.162641,412495
2021-10-08,40,2021,October,Friday,17016248,785.49,787.146546,400903
2021-10-11,41,2021,October,Monday,14464306,791.94,794.804711,346232
2021-10-12,41,2021,October,Tuesday,22918978,805.72,806.711059,499674
2021-10-13,41,2021,October,Wednesday,14470404,811.08,809.715096,347504
2021-10-14,41,2021,October,Thursday,12701953,818.32,817.402483,304271
2021-10-15,41,2021,October,Friday,19439060,843.03,833.200653,450800
2021-10-18,42,2021,October,Monday,25246436,870.11,865.133593,595633
2021-10-19,42,2021,October,Tuesday,17808882,864.27,869.709909,478946
2021-10-20,42,2021,October,Wednesday,14335208,865.8,864.327245,402600
2021-10-21,42,2021,October,Thursday,32096479,894.0,888.984069,737893
2021-10-22,42,2021,October,Friday,23564778,909.68,904.386977,575737
2021-10-25,43,2021,October,Monday,63703870,1024.86,990.392065,1654914
2021-10-26,43,2021,October,Tuesday,63161058,1018.43,1043.560299,1717724
2021-10-27,43,2021,October,Wednesday,39387863,1037.86,1048.502463,935168
2021-10-28,43,2021,October,Thursday,27853700,1077.04,1070.257479,665904
2021-10-29,43,2021,October,Friday,30566107,1114.0,1095.942159,756514
2021-11-01,44,2021,November,Monday,57142797,1208.59,1166.174938,1373417
2021-11-02,44,2021,November,Tuesday,43499255,1172.0,1176.601442,1230067
2021-11-03,44,2021,November,Wednesday,35071050,1213.86,1185.36429,880463
2021-11-04,44,2021,November,Thursday,25934479,1229.91,1233.419941,765006
2021-11-05,44,2021,November,Friday,22050239,1222.09,1227.244927,606013
2021-11-08,45,2021,November,Monday,34752811,1162.94,1173.913807,1095854
2021-11-09,45,2021,November,Tuesday,60134781,1023.5,1067.544939,1826130
2021-11-10,45,2021,November,Wednesday,43481926,1067.95,1049.015006,1325012
2021-11-11,45,2021,November,Thursday,22832119,1063.51,1073.067325,686865
2021-11-12,45,2021,November,Friday,26031201,1033.42,1033.182422,773660
2021-11-15,46,2021,November,Monday,35229701,1013.39,1000.460852,1250914
2021-11-16,46,2021,November,Tuesday,27469141,1054.73,1042.177134,715889
2021-11-17,46,2021,November,Wednesday,31968024,1089.01,1089.375399,891814
2021-11-18,46,2021,November,Thursday,21341044,1096.38,1095.339064,618224
2021-11-19,46,2021,November,Friday,22238064,1137.06,1117.658598,586598
2021-11-22,47,2021,November,Monday,34088754,1156.87,1174.422354,968872
2021-11-23,47,2021,November,Tuesday,36850290,1109.03,1114.313316,1032199
2021-11-24,47,2021,November,Wednesday,23158206,1116.0,1109.23916,645348
2021-11-26,47,2021,November,Friday,12181035,1081.92,1091.891247,391920
2021-11-29,48,2021,November,Monday,20409633,1136.99,1129.695816,612277
2021-11-30,48,2021,November,Tuesday,29265134,1144.76,1142.977091,656499
2021-12-01,48,2021,December,Wednesday,23428373,1095.0,1135.564929,711882
2021-12-02,48,2021,December,Thursday,25012886,1084.6,1084.624303,729086
2021-12-03,48,2021,December,Friday,31252687,1014.97,1028.694026,1038576
2021-12-06,49,2021,December,Monday,27700159,1009.01,990.841274,1013296
2021-12-07,49,2021,December,Tuesday,19382556,1051.75,1044.88588,536695
2021-12-08,49,2021,December,Wednesday,14426527,1068.96,1054.384596,422184
2021-12-09,49,2021,December,Thursday,20388059,1003.8,1026.343495,630805
2021-12-10,49,2021,December,Friday,20470631,1017.03,1004.994216,676251
2021-12-13,50,2021,December,Monday,27041052,966.41,970.510928,1051661
2021-12-14,50,2021,December,Tuesday,24215886,958.51,946.329543,759628
2021-12-15,50,2021,December,Wednesday,25703374,975.99,953.731435,764820
2021-12-16,50,2021,December,Thursday,28230933,926.92,947.283372,944105
2021-12-17,50,2021,December,Friday,39258711,932.57,935.65565,730582
2021-12-20,51,2021,December,Monday,19338849,899.94,903.605989,697955
2021-12-21,51,2021,December,Tuesday,24409953,938.53,916.526596,714359
2021-12-22,51,2021,December,Wednesday,31883923,1008.87,993.934432,900150
2021-12-23,51,2021,December,Thursday,31529757,1067.0,1046.009452,914000
2021-12-27,52,2021,December,Monday,24733549,1093.94,1099.30576,776902
2021-12-28,52,2021,December,Tuesday,20620439,1088.47,1093.387954,611869
2021-12-29,52,2021,December,Wednesday,19220231,1086.19,1084.825348,539016
2021-12-30,52,2021,December,Thursday,16013052,1070.34,1077.285281,493939
2021-12-31,52,2021,December,Friday,14005237,1056.78,1066.913873,379153
2022-01-03,1,2022,January,Monday,35894299,1199.78,1171.147807,1162847
2022-01-04,1,2022,January,Tuesday,34003431,1149.59,1162.198269,1051475
2022-01-05,1,2022,January,Wednesday,27320109,1088.12,1126.030942,811992
2022-01-06,1,2022,January,Thursday,30546172,1064.7,1060.413235,880979
2022-01-07,1,2022,January,Friday,28453410,1026.96,1039.284135,820823
2022-01-10,2,2022,January,Monday,31233376,1058.12,1017.805436,971561
2022-01-11,2,2022,January,Tuesday,22519365,1064.4,1060.509425,644113
2022-01-12,2,2022,January,Wednesday,28830184,1106.22,1096.152438,761542
2022-01-13,2,2022,January,Thursday,33200275,1031.56,1068.018908,924355
2022-01-14,2,2022,January,Friday,24801900,1049.61,1035.211539,708723
2022-01-18,3,2022,January,Tuesday,23116064,1030.51,1041.74413,662923
2022-01-19,3,2022,January,Wednesday,25552678,995.65,1015.239676,828700
2022-01-20,3,2022,January,Thursday,24019871,996.27,1018.475821,713221
2022-01-21,3,2022,January,Friday,35030961,943.9,963.898887,1140190
2022-01-24,4,2022,January,Monday,52061130,930.0,888.665883,1596995
2022-01-25,4,2022,January,Tuesday,29640559,918.4,921.72387,818785
2022-01-26,4,2022,January,Wednesday,35537357,937.41,946.725597,1099447
2022-01-27,4,2022,January,Thursday,49769480,829.1,866.888719,1862681
2022-01-28,4,2022,January,Friday,45605709,846.35,830.557475,1439109
2022-01-31,5,2022,January,Monday,36054753,936.72,913.770494,1019009
2022-02-01,5,2022,February,Tuesday,24990159,931.25,927.306022,756027
2022-02-02,5,2022,February,Wednesday,23046614,905.66,909.28321,716352
2022-02-03,5,2022,February,Thursday,26991037,891.14,908.772168,767221
2022-02-04,5,2022,February,Friday,24980935,923.32,914.60861,681221
2022-02-07,6,2022,February,Monday,20730953,907.34,921.849927,640687
2022-02-08,6,2022,February,Tuesday,17439099,922.0,914.99079,513027
2022-02-09,6,2022,February,Wednesday,17856443,932.0,932.854311,506988
2022-02-10,6,2022,February,Thursday,22647185,904.55,920.629666,689690
2022-02-11,6,2022,February,Friday,27045042,860.0,879.257944,946249
2022-02-14,7,2022,February,Monday,23132169,875.76,875.338605,696444
2022-02-15,7,2022,February,Tuesday,19821472,922.43,914.542245,595381
2022-02-16,7,2022,February,Wednesday,17753076,923.39,914.517148,475461
2022-02-17,7,2022,February,Thursday,18934304,876.35,890.37908,639883
2022-02-18,7,2022,February,Friday,23537693,856.98,856.46368,747330
2022-02-22,8,2022,February,Tuesday,29206762,821.53,823.535089,927744
2022-02-23,8,2022,February,Wednesday,32401059,764.04,789.109787,1234437
2022-02-24,8,2022,February,Thursday,46731804,800.77,755.379855,1313573
2022-02-25,8,2022,February,Friday,25868608,809.87,802.307336,749573
2022-02-28,9,2022,February,Monday,34573104,870.43,856.264997,875788
2022-03-01,9,2022,March,Tuesday,25524100,864.37,867.56481,673282
2022-03-02,9,2022,March,Wednesday,25410504,879.89,866.082341,692962
2022-03-03,9,2022,March,Thursday,21370587,839.29,854.64084,646507
2022-03-04,9,2022,March,Friday,23109623,838.29,839.713426,596429
2022-03-07,10,2022,March,Monday,25059944,804.58,830.572147,699901
2022-03-08,10,2022,March,Tuesday,27487604,824.4,821.493531,737840
2022-03-09,10,2022,March,Wednesday,20498396,858.97,850.782292,546175
2022-03-10,10,2022,March,Thursday,20063332,838.3,830.535447,571420
2022-03-11,10,2022,March,Friday,22925892,795.35,808.794536,745310
2022-03-14,11,2022,March,Monday,23877641,766.37,773.839255,783856
2022-03-15,11,2022,March,Tuesday,23050106,801.89,788.515326,620160
2022-03-16,11,2022,March,Wednesday,29157682,840.23,828.018636,751557
2022-03-17,11,2022,March,Thursday,23314040,871.6,857.165053,608932
2022-03-18,11,2022,March,Friday,39999104,905.39,896.960166,699105
2022-03-21,12,2022,March,Monday,28061022,921.16,922.39115,746493
2022-03-22,12,2022,March,Tuesday,36121584,993.98,963.483826,940961
2022-03-23,12,2022,March,Wednesday,40787949,999.11,1009.399387,1124239
2022-03-24,12,2022,March,Thursday,23756993,1013.92,1009.000798,684000
2022-03-25,12,2022,March,Friday,21175103,1010.64,1007.613677,591085
2022-03-28,13,2022,March,Monday,35642519,1091.84,1079.839344,1109118
2022-03-29,13,2022,March,Tuesday,25381550,1099.57,1096.818884,831063
2022-03-30,13,2022,March,Wednesday,20431173,1093.99,1098.428985,597501
2022-03-31,13,2022,March,Thursday,17280959,1077.6,1088.840374,509543
2022-04-01,13,2022,April,Friday,18520119,1084.59,1081.43318,546383
2022-04-04,14,2022,April,Monday,28012251,1145.45,1122.63345,859375
2022-04-05,14,2022,April,Tuesday,27191070,1091.26,1113.873914,859309
2022-04-06,14,2022,April,Wednesday,29995068,1045.76,1047.44032,963154
2022-04-07,14,2022,April,Thursday,26482353,1057.26,1051.328849,771755
2022-04-08,14,2022,April,Friday,18763593,1025.49,1034.362216,578908
2022-04-11,15,2022,April,Monday,19990460,975.93,987.835214,756595
2022-04-12,15,2022,April,Tuesday,22602533,986.95,997.084339,615652
2022-04-13,15,2022,April,Wednesday,18801401,1022.37,1005.113007,521652
2022-04-14,15,2022,April,Thursday,20485645,985.0,991.543876,580186
2022-04-18,16,2022,April,Monday,17544519,1004.29,997.466472,544523
2022-04-19,16,2022,April,Tuesday,17146925,1028.15,1021.522045,527909
2022-04-20,16,2022,April,Wednesday,24210107,977.2,998.029891,864911
2022-04-21,16,2022,April,Thursday,35784091,1008.78,1046.100744,1119159
2022-04-22,16,2022,April,Friday,23771812,1005.05,1013.747279,687821
2022-04-25,17,2022,April,Monday,23359892,998.02,992.71945,719908
2022-04-26,17,2022,April,Tuesday,46317045,876.42,910.826915,1570851
2022-04-27,17,2022,April,Wednesday,25911007,881.51,897.00504,913173
2022-04-28,17,2022,April,Thursday,42238147,877.51,859.172916,1367548
2022-04-29,17,2022,April,Friday,30278926,870.76,900.351355,887200
2022-05-02,18,2022,May,Monday,25994801,902.94,877.43727,786413
2022-05-03,18,2022,May,Tuesday,21733006,909.25,908.667822,607316
2022-05-04,18,2022,May,Wednesday,28143234,952.62,918.255649,728809
2022-05-05,18,2022,May,Thursday,31821412,873.28,889.948412,1016723
2022-05-06,18,2022,May,Friday,24805733,865.65,868.182333,787098
2022-05-09,19,2022,May,Monday,31114166,787.11,809.790731,1135045
2022-05-10,19,2022,May,Tuesday,28782115,800.04,800.49905,894446
2022-05-11,19,2022,May,Wednesday,33120950,734.0,765.360381,1144560
2022-05-12,19,2022,May,Thursday,47600415,728.0,720.853786,1393019
2022-05-13,19,2022,May,Friday,31421666,769.59,769.727436,860108
2022-05-16,20,2022,May,Monday,29171458,724.37,740.383642,844610
2022-05-17,20,2022,May,Tuesday,27343380,761.61,750.422803,728841
2022-05-18,20,2022,May,Wednesday,30021558,709.81,724.639583,888564
2022-05-19,20,2022,May,Thursday,30298072,709.42,712.328667,822375
2022-05-20,20,2022,May,Friday,49100588,663.9,663.757174,1678514
2022-05-23,21,2022,May,Monday,30255732,674.9,663.050698,885450
2022-05-24,21,2022,May,Tuesday,30370986,628.16,636.198577,916176
2022-05-25,21,2022,May,Wednesday,31456989,658.8,652.199073,773482
2022-05-26,21,2022,May,Thursday,36103863,707.73,695.595327,912916
2022-05-27,21,2022,May,Friday,30574317,759.63,747.618564,770849
2022-05-31,22,2022,May,Tuesday,34157647,758.26,759.960149,869761
2022-06-01,22,2022,June,Wednesday,26162027,740.37,747.008891,663700
2022-06-02,22,2022,June,Thursday,31680389,775.0,770.898852,762174
2022-06-03,22,2022,June,Friday,38129804,703.55,715.22014,1089426
2022-06-06,23,2022,June,Monday,28468894,714.84,716.436893,751097
2022-06-07,23,2022,June,Tuesday,24816813,716.66,710.187634,641262
2022-06-08,23,2022,June,Wednesday,25829172,725.6,734.554558,683901
2022-06-09,23,2022,June,Thursday,32689850,719.12,742.58586,876383
2022-06-10,23,2022,June,Friday,33187430,696.69,697.939047,966379
2022-06-13,24,2022,June,Monday,35372150,647.21,657.112661,1042433
2022-06-14,24,2022,June,Tuesday,33237521,662.67,656.346565,805385
2022-06-15,24,2022,June,Wednesday,40816879,699.0,684.001225,894426
2022-06-16,24,2022,June,Thursday,36889051,639.3,647.175177,979355
2022-06-17,24,2022,June,Friday,33665286,650.28,650.24921,670299
2022-06-21,25,2022,June,Tuesday,42485390,711.11,712.54749,1004688
2022-06-22,25,2022,June,Wednesday,34726381,708.26,718.385661,758539
2022-06-23,25,2022,June,Thursday,35475567,705.21,702.252501,795537
2022-06-24,25,2022,June,Friday,31970559,737.12,730.36856,681066
2022-06-27,26,2022,June,Monday,31119629,734.76,738.282389,681104
2022-06-28,26,2022,June,Tuesday,30896497,697.99,718.249835,777808
2022-06-29,26,2022,June,Wednesday,28073475,685.47,678.9345,735898
2022-06-30,26,2022,June,Thursday,32307871,673.42,674.569915,761007
2022-07-01,26,2022,July,Friday,25272795,681.79,676.875009,622186
2022-07-05,27,2022,July,Tuesday,28916706,699.2,675.016891,783240
2022-07-06,27,2022,July,Wednesday,24473467,695.2,691.355484,603512
2022-07-07,27,2022,July,Thursday,27792672,733.63,723.984568,699837
2022-07-08,27,2022,July,Friday,33693437,752.29,749.949858,800429
2022-07-11,28,2022,July,Monday,33753813,703.03,717.899361,875140
2022-07-12,28,2022,July,Tuesday,29906356,699.21,699.372768,691929
2022-07-13,28,2022,July,Wednesday,33124735,711.12,708.867654,769780
2022-07-14,28,2022,July,Thursday,26670807,714.94,701.884769,600571
2022-07-15,28,2022,July,Friday,23973251,720.2,719.059796,517244
2022-07-18,29,2022,July,Monday,28064155,721.64,738.390144,642643
2022-07-19,29,2022,July,Tuesday,27670201,736.59,729.680722,623007
2022-07-20,29,2022,July,Wednesday,30112664,742.5,744.912305,751734
2022-07-21,29,2022,July,Thursday,48166501,815.12,797.129116,1184825
2022-07-22,29,2022,July,Friday,35226667,816.73,825.521943,904928
2022-07-25,30,2022,July,Monday,22072005,805.3,810.820651,561060
2022-07-26,30,2022,July,Tuesday,22822141,776.58,782.0154,551725
2022-07-27,30,2022,July,Wednesday,30796709,824.46,811.563691,671566
2022-07-28,30,2022,July,Thursday,28816365,842.7,837.479939,700683
2022-07-29,30,2022,July,Friday,32633367,891.45,869.67246,777935
2022-08-01,31,2022,August,Monday,39620727,891.83,907.368496,1085385
2022-08-02,31,2022,August,Tuesday,32303926,901.76,905.278569,808468
2022-08-03,31,2022,August,Wednesday,27416253,922.19,918.96796,746901
2022-08-04,31,2022,August,Thursday,24576452,925.9,927.201693,694810
2022-08-05,31,2022,August,Friday,38357418,864.51,883.134068,1116972
2022-08-08,32,2022,August,Monday,33616823,871.27,892.316588,925613
2022-08-09,32,2022,August,Tuesday,29174690,850.0,852.446931,806271
2022-08-10,32,2022,August,Wednesday,32362122,883.07,873.422089,888686
2022-08-11,32,2022,August,Thursday,23863568,859.89,873.388682,726687
2022-08-12,32,2022,August,Friday,27145285,900.09,881.867359,669858
2022-08-15,33,2022,August,Monday,30279774,927.96,923.973299,825111
2022-08-16,33,2022,August,Tuesday,29881799,919.69,925.191167,805574
2022-08-17,33,2022,August,Wednesday,23300075,911.99,912.845623,611537
2022-08-18,33,2022,August,Thursday,16135100,908.61,912.66769,490142
2022-08-19,33,2022,August,Friday,21085574,890.0,887.244419,584410
2022-08-22,34,2022,August,Monday,19135811,869.74,867.426085,587359
2022-08-23,34,2022,August,Tuesday,21764092,889.36,884.431595,576127
2022-08-24,34,2022,August,Wednesday,19556429,891.29,900.123397,594438
2022-08-25,34,2022,August,Thursday,54671112,296.07,295.595121,1041469
2022-08-26,34,2022,August,Friday,59257066,288.09,292.509615,972030
2022-08-29,35,2022,August,Monday,43730113,284.82,284.401767,693165
2022-08-30,35,2022,August,Tuesday,51825894,277.7,279.441758,827149
2022-08-31,35,2022,August,Wednesday,56092315,275.61,276.345035,756732
2022-09-01,35,2022,September,Thursday,55804836,277.16,271.515892,836026
2022-09-02,35,2022,September,Friday,52523745,270.21,274.515651,755266
2022-09-06,36,2022,September,Tuesday,57451023,274.42,272.176237,852789
2022-09-07,36,2022,September,Wednesday,52170102,283.7,280.018569,717326
2022-09-08,36,2022,September,Thursday,55399153,289.26,286.167411,713366
2022-09-09,36,2022,September,Friday,56082207,299.68,297.367395,777365
2022-09-12,37,2022,September,Monday,50396267,304.42,303.612004,766857
2022-09-13,37,2022,September,Tuesday,70982158,292.13,293.799616,985169
2022-09-14,37,2022,September,Wednesday,74235471,302.61,300.546588,951746
2022-09-15,37,2022,September,Thursday,66398343,303.75,304.833222,855306
2022-09-16,37,2022,September,Friday,112306933,303.35,301.155428,754401
2022-09-19,38,2022,September,Monday,61634470,309.07,306.339498,842286
2022-09-20,38,2022,September,Tuesday,62988711,308.73,309.289034,819821
2022-09-21,38,2022,September,Wednesday,64435337,300.8,307.377991,837932
2022-09-22,38,2022,September,Thursday,72000682,288.59,291.603125,1086013
2022-09-23,38,2022,September,Friday,65490085,275.33,276.663503,1052624
2022-09-26,39,2022,September,Monday,59843049,276.01,278.128009,909219
2022-09-27,39,2022,September,Tuesday,63622379,282.94,283.471228,857135
2022-09-28,39,2022,September,Wednesday,57570596,287.81,283.61407,739950
2022-09-29,39,2022,September,Thursday,79669023,268.21,271.354939,1125575
2022-09-30,39,2022,September,Friday,70442182,265.25,268.86712,921345
2022-10-03,40,2022,October,Monday,101048630,242.4,245.347885,1539828
2022-10-04,40,2022,October,Tuesday,112007508,249.44,249.711551,1313288
2022-10-05,40,2022,October,Wednesday,88914813,240.81,238.577528,1172527
2022-10-06,40,2022,October,Thursday,70719650,238.13,239.33705,827249
